retroID,GS,InnOuts,PO,A,E,DP,PB,WP,SB_A,CS_A,ZR,weight,height,pos_1B,pos_2B,pos_3B,pos_C,pos_OF,pos_P,pos_SS,bats_L,bats_R,throws_L,throws_R,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
fimpj001,61,1676,437,43,7,2,11,0,51,37,0,0.446721,0.55,0,0,0,1,0,0,0,0,1,0,1,92,197,21,45,9,1,2,28,1,0,19,53,1,0,7,3,7,1
finlb102,0,0,367,57,15,7,5,0,0,0,0,0.508197,0.5,0,0,0,1,0,0,0,0,1,0,1,122,362,27,91,13,1,2,28,1,0.5,16,35,0,5,8,0,12,1
finnh101,0,0,208,23,4,6,5,0,0,0,0,0.385246,0.4,0,0,0,1,0,0,0,0,1,0,1,123,227,39,46,8,1,1,27,1,0.5,6,32,0,3,6,0,5,1
firod001,0,99,16,1,1,0,1,0,0,1,0,0.446721,0.45,0,0,0,1,0,0,0,0,1,0,1,17,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fiscm001,0,9,1,0,0,0,0,0,3,0,0,0.364754,0.5,0,0,0,0,0,0,1,0,1,0,1,517,941,109,207,29,6,3,68,24,13,92,142,1,5,39,5,11,1
fiskc001,2097,55533,11369,1048,155,147,129,1,1302,665,0,0.508197,0.6,0,0,0,1,0,0,0,0,1,0,1,2499,8756,1276,2356,421,47,376,1330,128,58,849,1386,105,143,26,79,204,0
fitze101,302,8017,2398,260,67,37,54,47,112,72,7,0.385246,0.45,0,0,0,1,0,0,0,0,1,0,1,807,2086,199,542,82,10,19,217,9,8,185,235,3,12,22,5,76,1
fitzm001,633,17177,4184,304,54,44,40,0,737,217,0,0.446721,0.45,0,0,0,1,0,0,0,0,1,0,1,848,2316,220,545,95,9,48,293,31,20,292,432,42,9,28,22,65,1
flahj001,920,24647,5784,457,67,66,43,0,707,302,0,0.487705,0.5,0,0,0,1,0,0,0,0,1,0,1,1047,3372,319,849,176,3,80,395,10,19,175,514,15,19,41,33,97,1
fletd001,1028,26577,6678,406,47,49,46,0,884,280,0,0.487705,0.55,0,0,0,1,0,0,0,1,0,0,1,1245,3902,377,1048,214,8,124,583,2,6,255,399,31,49,13,51,122,1
florj002,239,6464,1663,131,15,12,21,0,152,51,0,0.54918,0.5,0,0,0,1,0,0,0,0,1,0,1,311,937,84,226,48,4,23,127,1,4,58,238,7,8,3,8,20,1
florp101,0,0,212,41,17,7,7,0,0,0,0,0.446721,0.5,0,0,0,1,0,0,0,0,0,0,1,76,188,19,43,4,3,2,14,2,1,23,12,0,3,2,0,0,1
flowt001,602,16026,4843,332,30,33,60,0,383,115,0,0.754098,0.65,0,0,0,1,0,0,0,0,1,0,1,695,2116,226,505,94,2,74,262,2,6,188,713,3,66,4,12,47,1
foilh101,424,11286,2362,209,36,40,47,99,114,84,6,0.487705,0.45,0,0,0,1,0,0,0,0,1,0,1,608,1455,171,353,59,10,46,166,3,7,170,295,31,2,19,9,31,1
folem001,107,2883,577,49,9,7,11,0,107,40,0,0.487705,0.45,0,0,0,1,0,0,0,1,0,0,1,203,419,37,94,10,0,12,51,0,1,41,61,6,3,5,9,6,0
footb101,565,15020,3263,326,53,56,41,0,340,208,0,0.528689,0.6,0,0,0,1,0,0,0,0,1,0,1,687,2127,191,489,103,10,57,230,10,6,136,287,29,10,10,17,73,1
fordb001,514,13689,3299,185,42,29,29,0,406,127,0,0.446721,0.5,0,0,0,1,0,0,0,0,1,0,1,623,1807,172,467,103,4,41,188,8,6,119,295,6,17,19,11,36,1
fossr101,796,21263,4831,438,78,61,70,14,437,286,0,0.569672,0.55,0,0,0,1,0,0,0,0,1,0,1,924,2957,299,758,117,13,61,324,15,19,203,363,35,18,28,20,82,0
fox-c101,0,0,7,0,0,0,0,0,0,0,0,0.42623,0.4,0,0,0,1,0,0,0,0,1,0,1,3,7,1,3,0,0,0,1,0,0,1,2,0,0,1,0,0,1
fox-j001,20,565,130,10,1,0,2,0,11,3,0,0.590164,0.45,0,0,0,0,1,0,0,0,1,0,1,193,489,55,116,28,2,20,73,0,0,27,106,1,11,0,7,17,1
foxxj101,0,0,420,60,5,7,9,0,0,0,0,0.487705,0.45,1,0,0,0,0,0,0,0,1,0,1,2317,8134,1751,2646,458,125,534,1922,87,72.5,1452,1311,0,13,71,0,69,1
franh101,0,0,537,64,9,11,5,0,0,0,0,0.454918,0.35,0,0,0,1,0,0,0,1,0,0,1,188,403,35,80,18,2,3,43,2,1,57,37,0,3,10,0,11,1
freeb103,1506,40309,9941,721,72,98,106,212,741,433,16,0.520492,0.6,0,0,0,1,0,0,0,0,1,0,1,1774,6073,706,1591,241,35,200,758,24,21,626,753,67,114,38,48,138,0
freed001,0,3,1,0,0,0,0,0,1,0,0,0.590164,0.55,0,0,1,0,0,0,0,0,1,0,1,1105,3596,446,990,184,7,102,506,8,11,347,930,11,72,4,24,127,1
freer101,0,3,1,0,0,0,1,0,0,0,0,0.467213,0.45,1,0,0,0,0,0,0,0,1,0,1,344,717,49,176,27,2,22,109,1,4,95,166,5,4,5,7,16,1
freid001,37,948,315,13,2,2,3,0,16,5,0,0.610656,0.6,0,0,0,1,0,0,0,0,1,0,1,42,110,11,24,8,0,1,7,0,0,8,29,0,0,1,0,3,1
frenj101,193,5120,1052,128,22,16,16,45,98,85,3,0.42623,0.25,0,0,0,1,0,0,0,1,0,0,1,234,607,53,119,17,4,5,51,3,6,121,78,10,1,7,5,10,0
fribb101,0,0,0,0,0,0,0,0,0,0,0,0.418033,0.4,0,1,0,0,0,0,0,0,1,0,1,1299,4169,544,1170,181,44,38,471,51,64,471,498,0,16,139,0,0,1
fry-j102,2,72,16,1,0,0,0,0,8,0,0,0.446721,0.45,0,0,0,1,0,0,0,0,1,0,1,4,9,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1
fryee001,85,2490,689,37,6,4,5,0,54,16,0,0.569672,0.55,0,0,0,1,0,0,0,0,1,0,1,159,327,46,76,14,1,2,27,2,4,41,80,1,2,2,2,5,1
fuhro101,0,0,5,0,0,0,0,0,0,0,0,0.446721,0.4,0,0,0,1,0,0,0,0,0,0,1,6,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fussl101,0,0,117,13,1,1,4,0,0,0,0,0.487705,0.5,0,0,0,1,0,0,0,0,1,0,1,43,71,6,12,4,0,1,3,0,0,0,9,0,0,2,0,3,1
gafff101,0,0,1,1,0,0,0,0,0,0,0,0.446721,0.35,0,0,0,0,1,0,0,0,1,0,1,129,321,43,73,14,4,7,42,2,2,30,47,0,2,6,0,4,0
galer002,4,126,40,0,1,0,0,0,5,0,0,0.446721,0.5,0,0,0,1,0,0,0,0,1,0,1,17,22,1,2,0,0,1,2,0,0,0,4,0,0,0,0,1,1
gallc001,24,649,169,4,1,0,1,0,11,3,0,0.631148,0.6,0,0,0,1,0,0,0,0,1,0,1,35,87,7,19,4,0,2,12,0,0,6,19,0,1,1,1,2,0
garaj101,50,1296,2395,271,38,29,35,4,16,7,0,0.467213,0.45,0,0,0,1,0,0,0,1,0,0,1,676,1872,198,481,82,16,42,255,5,2,267,173,0,16,12,2,48,1
garbb102,0,0,399,45,2,9,9,0,0,0,0,0.418033,0.4,0,0,0,1,0,0,0,0,1,0,1,145,327,31,81,9,0,0,28,0,1,26,17,0,2,8,0,13,1
garbm101,0,0,574,88,12,19,8,0,0,0,0,0.508197,0.45,0,0,0,1,0,0,0,0,1,0,1,149,475,46,116,14,7,2,59,0,2,48,39,0,2,3,0,18,0
garca006,7,180,54,3,0,0,0,0,3,1,0,0.590164,0.55,1,0,0,0,0,0,0,0,1,0,1,19,63,8,18,1,0,4,9,0,0,2,31,0,0,0,0,1,1
garcg001,9,261,79,6,1,1,2,0,9,7,0,0.569672,0.6,0,0,0,1,0,0,0,0,1,0,1,16,40,3,8,2,0,2,4,0,0,2,15,0,0,0,0,2,1
garnd001,71,1956,523,40,5,2,9,0,25,17,0,0.508197,0.45,0,0,0,1,0,0,0,0,1,0,1,88,252,23,49,17,0,5,24,0,0,25,72,2,1,1,1,6,1
garra101,7,312,64,7,3,1,7,0,11,4,0,0.446721,0.6,0,0,0,0,1,0,0,1,0,0,1,163,276,30,51,8,0,11,37,4,0,31,87,2,0,1,5,4,1
garrh101,0,0,11,5,1,0,1,0,0,0,0,0.446721,0.5,0,0,0,1,0,0,0,0,1,0,1,8,14,0,3,1,0,0,2,0,0,1,2,0,0,0,0,0,0
garvm001,79,2160,671,37,5,2,10,0,52,12,0,0.590164,0.5,1,0,0,0,0,0,0,0,1,0,1,126,348,43,90,20,5,7,48,0,0,35,87,2,2,1,1,9,0
gasta101,0,0,487,109,13,11,9,0,0,0,0,0.385246,0.3,0,0,0,1,0,0,0,0,1,0,1,215,514,58,112,13,6,3,40,5,0,29,56,0,5,17,0,0,1
gastt101,13,515,95,7,1,2,1,6,7,2,0,0.454918,0.55,0,0,0,1,0,0,0,0,1,0,1,52,83,7,15,3,0,0,4,0,0,6,13,0,1,1,1,3,0
gatte001,224,6035,1925,123,18,8,16,0,119,38,0,0.795082,0.65,0,0,0,1,0,0,0,0,1,0,1,706,2443,299,605,116,12,139,410,3,3,167,575,18,26,0,26,67,1
gaudj101,3,105,27,1,1,0,0,0,3,0,0,0.446721,0.45,0,0,0,1,0,0,0,0,1,0,1,6,14,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
gauts101,0,0,23,3,1,2,0,0,0,0,0,0.467213,0.25,0,0,0,1,0,0,0,0,0,0,1,86,81,8,20,4,0,0,18,0,0,10,8,0,1,0,0,1,1
gedmr001,848,22833,5274,431,92,62,84,0,633,314,0,0.54918,0.45,0,0,0,1,0,0,0,1,0,0,1,1033,3159,331,795,176,12,88,382,3,4,236,509,53,16,29,28,80,1
georg101,0,0,413,44,8,7,7,0,0,0,0,0.508197,0.55,0,0,0,1,0,0,0,0,1,0,1,118,299,15,53,9,2,0,24,0,0,28,59,0,0,5,0,8,1
gereb001,222,6028,1319,126,12,17,18,0,147,89,0,0.528689,0.6,0,0,0,1,0,0,0,0,1,0,1,307,765,62,178,21,1,22,76,0,1,49,179,5,6,19,3,26,1
gharp101,0,0,1486,441,52,48,24,0,0,0,0,0.385246,0.35,0,0,0,1,0,0,0,0,1,0,1,557,1689,214,441,81,25,20,222,23,15,166,194,0,13,61,0,0,0
gibbj001,14,384,87,10,1,1,0,0,14,6,0,0.454918,0.4,0,0,0,1,0,0,0,0,1,0,1,18,50,5,11,4,0,1,2,0,0,6,16,2,1,0,0,1,1
gibbj101,426,11500,2441,209,37,27,20,53,140,108,3,0.42623,0.45,0,0,0,1,0,0,0,1,0,0,1,538,1639,157,382,53,8,25,146,28,22,120,231,19,15,9,12,32,0
gibsc101,0,0,14,6,3,0,0,0,0,0,0,0.344262,0.25,0,0,0,1,0,0,0,0,1,0,1,12,15,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0
gibsf101,0,0,822,214,31,26,15,0,0,0,0,0.393443,0.45,0,0,0,1,0,0,0,0,0,0,1,448,1098,113,309,56,19,8,144,10,8,52,118,0,4,22,0,0,1
gibsr102,216,5949,1369,105,26,14,31,72,115,69,2,0.487705,0.5,0,0,0,1,0,0,0,0,1,0,1,264,794,49,181,34,4,8,78,2,3,44,123,6,1,8,8,31,1
gil-g001,236,6350,1537,136,14,24,31,0,141,64,0,0.672131,0.6,0,0,0,1,0,0,0,0,1,0,1,277,820,67,189,30,0,19,88,2,2,47,162,2,6,11,3,31,1
giled101,4,192,35,4,0,1,0,2,4,2,0,0.590164,0.75,1,0,0,0,0,0,0,0,1,0,1,58,120,12,18,2,1,3,9,0,0,5,35,0,2,2,2,5,0
gilhg101,0,0,2,1,1,0,0,0,0,0,0,0.360656,0.4,0,0,0,1,0,0,0,0,1,0,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
gillp103,0,0,196,28,5,1,3,0,0,0,0,0.487705,0.6,0,0,0,1,0,0,0,1,0,0,1,89,205,17,58,7,0,6,31,2,1,22,14,0,2,0,0,2,1
gimec001,243,6435,1841,123,15,18,19,0,145,50,0,0.631148,0.55,0,0,0,1,0,0,0,0,1,0,1,391,927,118,202,43,1,24,89,5,3,115,261,1,7,13,5,28,1
gimeh001,21,605,170,12,2,3,5,0,16,6,0,0.631148,0.35,0,0,0,1,0,0,0,0,0,0,1,37,88,9,19,4,0,2,11,0,0,7,29,1,2,0,3,1,1
ginsj101,204,5816,2304,234,44,40,63,40,64,51,4,0.42623,0.4,0,0,0,1,0,0,0,1,0,0,1,695,1716,168,414,59,8,20,182,7,5,226,135,9,14,17,13,46,1
giraj001,1128,30184,7619,605,77,77,82,0,798,384,0,0.487705,0.4,0,0,0,1,0,0,0,0,1,0,1,1277,4127,454,1100,186,26,36,422,44,31,279,607,34,25,81,23,137,1
giult101,0,0,786,109,22,16,20,0,0,0,0,0.405738,0.4,0,0,0,1,0,0,0,0,1,0,1,243,674,58,157,18,3,0,69,1,2,38,41,0,0,17,0,8,1
gladj101,0,0,31,2,0,0,1,0,0,0,0,0.467213,0.55,0,0,0,1,0,0,0,0,1,0,1,4,11,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1
glenj101,0,0,822,113,27,11,12,0,0,0,0,0.405738,0.4,0,0,0,1,0,0,0,0,1,0,1,248,718,77,181,34,5,5,89,6,5,81,91,0,2,7,0,10,0
goddj101,12,303,67,5,2,1,2,0,15,3,0,0.430328,0.4,0,0,0,1,0,0,0,0,1,0,1,12,35,0,7,2,0,0,2,0,0,5,9,0,0,2,0,2,1
goffj001,59,1589,375,30,11,5,21,0,58,17,0,0.528689,0.6,0,0,0,1,0,0,0,1,0,0,1,90,214,22,46,5,0,7,19,0,2,33,73,5,0,3,0,2,1
goggc101,0,12,1,0,0,0,0,0,0,0,0,0.405738,0.4,0,1,0,0,0,0,0,0,0,0,1,72,99,19,29,5,0,0,7,0,1,10,21,0,0,0,1,2,1
gomer001,12,279,69,8,4,1,1,0,22,2,0,0.446721,0.35,0,0,0,1,0,0,0,0,1,0,1,14,30,0,5,1,0,0,0,0,0,8,3,0,0,0,0,2,1
gomey001,561,15085,4967,337,41,32,30,0,235,125,0,0.569672,0.55,0,0,0,1,0,0,0,0,1,0,1,652,2234,270,553,121,6,87,308,2,0,122,610,6,38,2,26,59,0
gondj101,186,5178,1020,153,23,20,46,76,113,68,7,0.42623,0.35,0,0,0,1,0,0,0,1,0,0,1,395,876,73,220,28,2,26,94,1,2,72,184,20,6,2,6,36,1
gonza006,3,72,21,1,1,0,1,0,2,1,0,0.610656,0.5,0,0,0,1,0,0,0,0,1,0,1,3,9,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0
gonzl002,0,16,4,0,0,0,0,0,0,0,0,0.508197,0.6,0,0,0,1,0,0,0,0,1,0,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
gonzm004,1,54,12,1,0,0,0,0,2,0,0,0.590164,0.4,0,0,0,1,0,0,0,0,1,0,1,5,9,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
gonzm101,0,0,1732,352,31,54,27,0,0,0,0,0.508197,0.5,0,0,0,1,0,0,0,0,1,0,1,554,1584,158,411,79,8,9,166,15,13,120,100,0,11,40,0,0,1
gonzw001,219,5884,1515,128,18,24,24,0,115,71,0,0.405738,0.4,0,0,0,1,0,0,0,0,1,0,1,295,836,75,200,41,3,17,103,3,2,78,112,9,10,2,6,27,1
goocj101,0,0,2279,511,78,70,37,0,0,0,0,0.405738,0.4,0,0,0,1,0,0,0,0,0,0,1,805,2363,227,662,98,29,7,293,11,7.5,206,141,0,15,29,0,0,1
goosg101,28,828,182,12,5,2,6,10,31,8,0,0.54918,0.5,1,0,0,0,0,0,0,0,1,0,1,193,460,33,111,24,1,13,44,1,1,42,112,0,9,2,1,15,1
gordm101,6,214,45,1,1,1,0,0,11,1,0,0.569672,0.6,0,0,0,1,0,0,0,0,0,0,1,12,28,0,2,0,0,0,2,0,0,5,10,1,1,1,0,0,1
goset001,111,3034,900,65,4,4,6,0,49,26,0,0.508197,0.4,0,0,0,1,0,0,0,0,1,0,1,137,420,25,80,17,1,5,30,2,1,19,91,0,2,4,2,14,1
gowdh101,0,0,1380,435,36,44,13,0,0,0,0,0.434426,0.55,0,0,0,1,0,0,0,0,1,0,1,550,1334,130,389,58,14,12,168,19,5.5,156,90,0,13,31,0,0,1
grabj101,0,0,909,172,23,17,11,0,0,0,0,0.446721,0.35,0,0,0,1,0,0,0,0,1,0,1,296,816,84,206,25,8,3,86,1,2,47,84,0,2,20,0,0,0
grace101,0,0,1977,247,30,49,12,0,0,0,0,0.405738,0.45,0,0,0,1,0,0,0,1,0,0,1,627,1877,169,493,83,10,31,251,1,0.5,185,130,0,6,17,0,31,1
gracj101,0,0,36,3,2,1,5,0,0,0,0,0.42623,0.5,0,0,0,0,1,0,0,1,0,0,1,484,1561,225,442,76,18,20,172,9,17,179,135,0,13,16,0,27,0
grahd101,99,2501,466,55,11,4,13,0,58,39,0,0.528689,0.5,0,0,1,0,0,0,0,1,0,0,1,143,412,39,99,10,1,17,65,0,0,27,72,1,0,1,5,7,0
grahr101,0,0,81,15,5,1,3,0,0,0,0,0.405738,0.35,0,0,0,1,0,0,0,0,1,0,1,41,85,3,16,2,0,0,6,0,0,9,6,0,4,4,0,0,0
grany001,574,15526,5143,296,32,26,64,0,315,109,0,0.651639,0.5,0,0,0,1,0,0,0,0,0,0,1,726,2280,295,547,110,5,113,339,6,6,348,634,7,11,2,19,65,1
grasm101,3,126,1166,158,49,20,21,3,3,1,0,0.487705,0.45,0,0,0,1,0,0,0,0,1,0,1,322,957,78,216,23,1,5,87,2,1,81,108,0,7,6,0,37,1
gratj001,32,925,284,30,1,1,0,0,24,12,0,0.528689,0.5,0,0,0,1,0,0,0,0,1,0,1,61,106,9,23,6,0,0,13,0,0,2,16,0,0,1,2,4,0
graym101,0,0,10,0,0,0,0,0,0,0,0,0.385246,0.5,0,0,0,1,0,0,0,0,1,0,1,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
greec002,21,667,180,12,1,0,2,0,18,5,0,0.385246,0.5,0,0,0,1,0,0,0,0,1,0,1,55,75,5,13,2,0,0,2,0,0,5,25,0,0,2,1,1,1
greed102,0,9,0,0,0,0,0,0,0,0,0,0.42623,0.35,0,1,0,0,0,0,0,0,1,0,1,1288,4007,427,960,145,23,80,422,26,20,345,785,34,32,56,22,99,0
greeg101,134,3464,684,52,10,5,22,54,66,20,1,0.508197,0.55,0,0,0,0,1,0,0,0,1,0,1,408,1151,130,307,49,7,46,160,2,3,89,185,10,5,2,15,63,1
greem001,0,3,3,0,1,0,0,0,2,0,0,0.385246,0.45,0,0,0,0,1,0,0,1,0,0,1,1269,4623,657,1400,275,38,130,726,80,43,460,364,79,39,3,41,136,0
greet003,255,6782,1495,113,14,13,26,0,203,70,0,0.487705,0.35,0,0,0,1,0,0,0,0,1,0,1,536,1573,181,397,82,3,71,217,5,4,67,332,8,10,1,6,40,1
gregt002,6,180,44,2,1,0,3,0,3,2,0,0.508197,0.55,0,0,0,1,0,0,0,0,1,0,1,12,19,1,3,0,0,0,2,0,0,1,8,0,1,0,0,0,0
greig001,30,777,238,12,1,1,3,0,17,5,0,0.668033,0.75,0,0,0,1,0,0,0,0,1,0,1,30,96,9,21,6,0,0,12,0,1,17,32,0,0,0,3,0,0
gremb101,0,0,0,0,0,0,0,0,0,0,0,0.405738,0.5,1,0,0,0,0,0,0,0,1,0,1,113,291,19,65,14,0,3,31,1,0.5,18,24,0,1,5,0,12,1
griet102,0,0,2,0,0,0,0,0,0,0,0,0.467213,0.35,0,0,0,1,0,0,0,0,1,0,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
grotj001,0,12,3,0,0,0,0,0,0,0,0,0.569672,0.45,1,0,0,0,0,0,0,1,0,0,1,87,101,11,23,3,0,4,11,0,0,18,23,0,1,0,0,6,1
grotj101,1234,32827,8081,635,78,76,75,177,579,350,17,0.446721,0.35,0,0,0,1,0,0,0,0,1,0,1,1421,4339,352,1092,160,22,39,404,15,23,399,600,77,26,47,33,131,1
grubf101,0,0,1173,208,42,20,17,0,0,0,0,0.467213,0.3,0,0,0,1,0,0,0,0,1,0,1,394,1125,121,274,59,5,1,107,12,5,131,88,0,7,17,0,0,0
gubac001,10,248,39,8,1,1,3,0,8,3,0,0.508197,0.6,0,0,1,0,0,0,0,0,1,0,1,18,47,4,13,2,1,1,11,0,0,3,13,0,2,0,0,3,0
guerm102,0,0,1637,242,48,33,41,0,0,0,0,0.32377,0.35,0,0,0,1,0,0,0,0,1,0,1,565,1581,168,382,42,14,9,168,25,12,131,123,0,1,37,0,48,0
guldb001,120,3271,730,84,15,13,12,0,111,55,0,0.405738,0.35,0,0,0,1,0,0,0,1,0,0,1,182,435,45,87,14,2,5,43,2,3,45,61,4,2,7,2,11,1
gustf101,0,0,4,0,0,0,0,0,0,0,0,0.405738,0.45,0,0,1,0,0,0,0,0,1,0,1,1261,4582,553,1214,222,47,38,480,60,31,369,427,0,15,71,0,125,1
guzme001,18,521,110,10,1,1,1,0,6,5,0,0.528689,0.4,0,0,1,0,0,0,0,1,0,0,1,127,276,23,63,11,0,4,21,0,0,10,37,4,0,4,2,8,1
gwosd001,24,853,194,13,4,3,3,0,16,9,0,0.446721,0.4,0,0,0,1,0,0,0,0,1,0,1,69,104,9,15,3,0,1,8,0,0,14,37,3,0,3,2,2,1
haady001,10,269,61,6,3,1,0,0,5,5,0,0.52459,0.55,0,0,0,1,0,0,0,0,1,0,1,18,29,0,2,1,0,0,1,0,0,3,7,0,0,0,1,2,1
haase001,2,96,29,0,1,0,0,0,5,0,0,0.42623,0.35,0,0,0,1,0,0,0,0,1,0,1,9,16,0,2,0,0,0,1,0,0,0,6,0,1,0,0,1,0
haefb101,0,0,195,48,8,1,2,0,0,0,0,0.364754,0.3,0,0,0,1,0,0,0,0,1,0,1,56,176,8,34,4,1,0,14,1,1,8,14,0,0,3,0,0,1
hahnd101,0,0,1,2,0,0,0,0,0,0,0,0.409836,0.4,0,0,0,1,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hairj101,1,15,3,1,0,0,1,0,0,0,0,0.508197,0.55,0,0,0,1,0,0,0,0,1,0,1,3,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
hairs101,0,0,3,0,0,0,0,0,0,0,0,0.454918,0.35,0,0,0,1,0,0,0,0,1,0,1,4,5,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0
hallb105,39,1053,206,25,4,5,4,4,20,11,1,0.364754,0.4,0,0,0,1,0,0,0,1,0,0,1,57,126,15,33,6,0,1,15,0,0,15,14,8,0,0,0,2,1
hallt001,635,16768,3795,260,44,30,37,0,312,154,0,0.733607,0.55,0,0,0,1,0,0,0,0,1,0,1,686,2350,211,616,123,1,46,269,2,8,104,216,14,25,7,28,80,1
hallt102,1080,28997,7012,508,64,86,121,239,485,258,22,0.487705,0.65,0,0,0,1,0,0,0,1,0,0,1,1294,3935,461,1011,153,31,134,504,14,30,477,593,96,35,35,37,60,1
halts001,0,6,1,0,0,0,0,0,0,0,0,0.344262,0.35,0,0,0,0,0,0,1,0,1,0,1,690,1899,201,468,93,18,45,197,17,21,146,414,3,15,32,17,49,1
hambj101,0,0,52,17,9,1,3,0,0,0,0,0.385246,0.45,0,0,0,1,0,0,0,0,1,0,1,22,55,6,10,0,1,0,5,1,0.5,7,7,0,0,0,0,0,1
hammr001,83,2361,709,48,3,10,10,0,57,24,0,0.446721,0.35,0,0,0,1,0,0,0,0,1,0,1,182,481,62,122,30,4,12,48,6,5,38,99,10,4,1,3,17,1
hampi101,28,1097,220,21,12,2,4,0,30,18,0,0.446721,0.5,0,0,0,1,0,0,0,0,0,0,1,113,135,15,28,4,1,4,18,1,0,11,38,0,2,3,1,3,1
hancb101,0,0,1,0,0,0,0,0,0,0,0,0.405738,0.5,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hanel101,283,7912,1659,178,28,19,27,65,172,110,3,0.487705,0.55,0,0,0,1,0,0,0,0,1,0,1,480,919,68,198,30,1,12,73,3,2,44,175,1,3,13,5,24,1
hanir001,570,15535,4440,291,20,40,39,0,240,137,0,0.610656,0.45,0,0,0,1,0,0,0,0,1,0,1,680,1959,192,492,71,1,30,214,1,1,255,290,40,29,14,11,55,1
hannt101,0,0,606,130,21,13,12,0,0,0,0,0.467213,0.5,0,0,0,1,0,0,0,0,1,0,1,154,486,38,118,19,4,3,45,2,0,46,54,0,4,16,0,0,0
hargb101,0,0,2370,479,46,46,46,0,0,0,0,0.401639,0.35,0,0,0,1,0,0,0,0,1,0,1,811,2475,309,774,153,57,29,371,27,19,216,156,0,32,69,0,0,1
hargc101,0,0,1178,255,33,29,20,0,0,0,0,0.385246,0.45,0,0,0,1,0,0,0,0,1,0,1,423,1188,96,321,44,11,4,139,6,4.5,77,49,0,6,27,0,0,1
hargp101,0,0,1445,246,41,38,30,0,0,0,0,0.42623,0.25,0,0,0,1,0,0,0,0,0,0,1,650,1601,177,445,91,16,39,265,17,4,140,165,0,9,29,0,2,1
harmb102,0,0,4,2,0,0,0,0,0,0,0,0.508197,0.65,0,0,0,1,0,0,0,0,1,0,1,15,14,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1
harpb001,639,16734,3618,272,58,35,55,0,521,231,0,0.487705,0.55,0,0,0,1,0,0,0,0,1,0,1,1001,3151,339,931,186,7,63,428,8,17,133,188,27,44,15,43,107,1
harpb002,13,312,77,1,1,0,0,0,9,0,0,0.508197,0.65,0,0,0,1,0,0,0,0,1,0,1,18,41,6,12,3,0,2,6,0,0,4,4,0,1,0,1,1,1
harrj106,2,54,10,1,0,0,0,2,0,0,0,0.467213,0.55,0,0,0,1,0,0,0,0,1,0,1,2,6,0,3,0,0,0,2,0,0,2,1,0,0,0,0,0,1
harss101,0,0,203,31,4,3,7,0,0,0,0,0.42623,0.45,0,0,0,1,0,0,0,0,1,0,1,61,181,17,43,3,0,0,15,0,1,16,10,0,1,3,0,4,0
hartc101,0,0,9,1,1,0,1,0,0,0,0,0.364754,0.35,0,0,0,1,0,0,0,0,1,0,1,9,16,2,5,1,0,0,5,0,0,1,0,0,0,0,0,1,1
hartg102,0,0,362,82,13,13,9,0,0,0,0,0.405738,0.4,0,0,0,1,0,0,0,0,1,0,1,196,407,35,113,14,2,1,49,4,0,39,18,0,2,9,0,0,1
hartg103,0,0,7292,1254,139,163,126,0,0,0,0,0.487705,0.5,0,0,0,1,0,0,0,0,1,0,1,1990,6432,867,1912,396,64,236,1179,28,13,703,697,0,35,127,0,93,1
haseb001,410,11318,2828,187,27,18,40,0,337,122,0,0.528689,0.6,0,0,0,1,0,0,0,0,1,0,1,589,1606,185,416,94,3,47,210,9,9,114,300,7,11,6,10,51,0
hassr001,853,22269,4828,364,39,54,67,0,579,262,0,0.508197,0.55,0,0,0,1,0,0,0,1,0,0,1,1192,3440,348,914,172,7,71,438,14,10,385,378,31,21,22,38,110,1
hatcc002,2,68,20,2,0,0,0,0,0,1,0,0.508197,0.5,0,0,0,0,0,1,0,0,0,0,1,256,12,0,1,0,0,0,1,0,0,2,6,1,0,0,0,0,1
hatts001,327,8693,2190,168,27,27,61,0,375,99,0,0.47541,0.5,1,0,0,0,0,0,0,1,0,0,1,1314,4226,538,1153,249,7,106,527,3,8,562,503,27,42,15,31,117,1
